country	continent	year	lifeExp	pop	gdpPercap
Greece	Europe	2002	78.3	10603863	22514
Greece	Europe	2007	79.5	10706290	27538
Guatemala	Americas	1952	42	3146381	2428
Guatemala	Americas	1957	44.1	3640876	2617
Guatemala	Americas	1962	47	4208858	2750
Guatemala	Americas	1967	50	4690773	3243
Guatemala	Americas	1972	53.7	5149581	4031
Guatemala	Americas	1977	56	5703430	4880
Guatemala	Americas	1982	58.1	6395630	4820
Guatemala	Americas	1987	60.8	7326406	4246
Guatemala	Americas	1992	63.4	8486949	4439
Guatemala	Americas	1997	66.3	9803875	4684
Guatemala	Americas	2002	69	11178650	4858
Guatemala	Americas	2007	70.3	12572928	5186
Guinea	Africa	1952	33.6	2664249	510
Guinea	Africa	1957	34.6	2876726	576
Guinea	Africa	1962	35.8	3140003	686
Guinea	Africa	1967	37.2	3451418	709
Guinea	Africa	1972	38.8	3811387	742
Guinea	Africa	1977	40.8	4227026	875
Guinea	Africa	1982	42.9	4710497	857
Guinea	Africa	1987	45.6	5650262	806
Guinea	Africa	1992	48.6	6990574	794
Guinea	Africa	1997	51.5	8048834	869
Guinea	Africa	2002	53.7	8807818	946
Guinea	Africa	2007	56	9947814	943
Guinea-Bissau	Africa	1952	32.5	580653	300
Guinea-Bissau	Africa	1957	33.5	601095	432
Guinea-Bissau	Africa	1962	34.5	627820	522
Guinea-Bissau	Africa	1967	35.5	601287	716
Guinea-Bissau	Africa	1972	36.5	625361	820
Guinea-Bissau	Africa	1977	37.5	745228	765
Guinea-Bissau	Africa	1982	39.3	825987	838
Guinea-Bissau	Africa	1987	41.2	927524	736
Guinea-Bissau	Africa	1992	43.3	1050938	746
Guinea-Bissau	Africa	1997	44.9	1193708	797
Guinea-Bissau	Africa	2002	45.5	1332459	576
Guinea-Bissau	Africa	2007	46.4	1472041	579
Haiti	Americas	1952	37.6	3201488	1840
Haiti	Americas	1957	40.7	3507701	1727
Haiti	Americas	1962	43.6	3880130	1797
Haiti	Americas	1967	46.2	4318137	1452
Haiti	Americas	1972	48	4698301	1654
Haiti	Americas	1977	49.9	4908554	1874
Haiti	Americas	1982	51.5	5198399	2011
Haiti	Americas	1987	53.6	5756203	1823
Haiti	Americas	1992	55.1	6326682	1456
Haiti	Americas	1997	56.7	6913545	1342
Haiti	Americas	2002	58.1	7607651	1270
Haiti	Americas	2007	60.9	8502814	1202
Honduras	Americas	1952	41.9	1517453	2195
Honduras	Americas	1957	44.7	1770390	2220
Honduras	Americas	1962	48	2090162	2291
Honduras	Americas	1967	50.9	2500689	2538
Honduras	Americas	1972	53.9	2965146	2530
Honduras	Americas	1977	57.4	3055235	3203
Honduras	Americas	1982	60.9	3669448	3122
Honduras	Americas	1987	64.5	4372203	3023
Honduras	Americas	1992	66.4	5077347	3082
Honduras	Americas	1997	67.7	5867957	3160
Honduras	Americas	2002	68.6	6677328	3100
Honduras	Americas	2007	70.2	7483763	3548
"Hong Kong, China"	Asia	1952	61	2125900	3054
"Hong Kong, China"	Asia	1957	64.8	2736300	3629
"Hong Kong, China"	Asia	1962	67.6	3305200	4693
"Hong Kong, China"	Asia	1967	70	3722800	6198
"Hong Kong, China"	Asia	1972	72	4115700	8316
"Hong Kong, China"	Asia	1977	73.6	4583700	11186
"Hong Kong, China"	Asia	1982	75.4	5264500	14561
"Hong Kong, China"	Asia	1987	76.2	5584510	20038
"Hong Kong, China"	Asia	1992	77.6	5829696	24758
"Hong Kong, China"	Asia	1997	80	6495918	28378
"Hong Kong, China"	Asia	2002	81.5	6762476	30209
"Hong Kong, China"	Asia	2007	82.2	6980412	39725
Hungary	Europe	1952	64	9504000	5264
Hungary	Europe	1957	66.4	9839000	6040
Hungary	Europe	1962	68	10063000	7550
Hungary	Europe	1967	69.5	10223422	9327
Hungary	Europe	1972	69.8	10394091	10169
Hungary	Europe	1977	70	10637171	11675
Hungary	Europe	1982	69.4	10705535	12546
Hungary	Europe	1987	69.6	10612740	12986
Hungary	Europe	1992	69.2	10348684	10536
Hungary	Europe	1997	71	10244684	11713
Hungary	Europe	2002	72.6	10083313	14844
Hungary	Europe	2007	73.3	9956108	18009
Iceland	Europe	1952	72.5	147962	7268
Iceland	Europe	1957	73.5	165110	9244
Iceland	Europe	1962	73.7	182053	10350
Iceland	Europe	1967	73.7	198676	13320
Iceland	Europe	1972	74.5	209275	15798
Iceland	Europe	1977	76.1	221823	19655
Iceland	Europe	1982	77	233997	23270
Iceland	Europe	1987	77.2	244676	26923
Iceland	Europe	1992	78.8	259012	25144
Iceland	Europe	1997	79	271192	28061
Iceland	Europe	2002	80.5	288030	31163
Iceland	Europe	2007	81.8	301931	36181
India	Asia	1952	37.4	372000000	547
India	Asia	1957	40.2	409000000	590
India	Asia	1962	43.6	454000000	658
India	Asia	1967	47.2	506000000	701
India	Asia	1972	50.7	567000000	724
India	Asia	1977	54.2	634000000	813
India	Asia	1982	56.6	708000000	856
India	Asia	1987	58.6	788000000	977
India	Asia	1992	60.2	872000000	1164
India	Asia	1997	61.8	959000000	1459
India	Asia	2002	62.9	1034172547	1747
India	Asia	2007	64.7	1110396331	2452
Indonesia	Asia	1952	37.5	82052000	750
Indonesia	Asia	1957	39.9	90124000	859
Indonesia	Asia	1962	42.5	99028000	849
Indonesia	Asia	1967	46	109343000	762
Indonesia	Asia	1972	49.2	121282000	1111
Indonesia	Asia	1977	52.7	136725000	1383
Indonesia	Asia	1982	56.2	153343000	1517
Indonesia	Asia	1987	60.1	169276000	1748
Indonesia	Asia	1992	62.7	184816000	2383
Indonesia	Asia	1997	66	199278000	3119
Indonesia	Asia	2002	68.6	211060000	2874
Indonesia	Asia	2007	70.6	223547000	3541
Iran	Asia	1952	44.9	17272000	3035
Iran	Asia	1957	47.2	19792000	3290
Iran	Asia	1962	49.3	22874000	4187
Iran	Asia	1967	52.5	26538000	5907
Iran	Asia	1972	55.2	30614000	9614
Iran	Asia	1977	57.7	35480679	11889
Iran	Asia	1982	59.6	43072751	7608
Iran	Asia	1987	63	51889696	6643
Iran	Asia	1992	65.7	60397973	7236
Iran	Asia	1997	68	63327987	8264
Iran	Asia	2002	69.5	66907826	9241
Iran	Asia	2007	71	69453570	11606
Iraq	Asia	1952	45.3	5441766	4130
Iraq	Asia	1957	48.4	6248643	6229
Iraq	Asia	1962	51.5	7240260	8342
Iraq	Asia	1967	54.5	8519282	8931
Iraq	Asia	1972	57	10061506	9576
Iraq	Asia	1977	60.4	11882916	14688
Iraq	Asia	1982	62	14173318	14518
Iraq	Asia	1987	65	16543189	11644
Iraq	Asia	1992	59.5	17861905	3746
Iraq	Asia	1997	58.8	20775703	3076
Iraq	Asia	2002	57	24001816	4391
Iraq	Asia	2007	59.5	27499638	4471
Ireland	Europe	1952	66.9	2952156	5210
Ireland	Europe	1957	68.9	2878220	5599
Ireland	Europe	1962	70.3	2830000	6632
Ireland	Europe	1967	71.1	2900100	7656
Ireland	Europe	1972	71.3	3024400	9531
Ireland	Europe	1977	72	3271900	11151
Ireland	Europe	1982	73.1	3480000	12618
Ireland	Europe	1987	74.4	3539900	13873
Ireland	Europe	1992	75.5	3557761	17559
Ireland	Europe	1997	76.1	3667233	24522
Ireland	Europe	2002	77.8	3879155	34077
Ireland	Europe	2007	78.9	4109086	40676
Israel	Asia	1952	65.4	1620914	4087
Israel	Asia	1957	67.8	1944401	5385
Israel	Asia	1962	69.4	2310904	7106
Israel	Asia	1967	70.8	2693585	8394
Israel	Asia	1972	71.6	3095893	12787
Israel	Asia	1977	73.1	3495918	13307
Israel	Asia	1982	74.4	3858421	15367
Israel	Asia	1987	75.6	4203148	17122
Israel	Asia	1992	76.9	4936550	18052
Israel	Asia	1997	78.3	5531387	20897
Israel	Asia	2002	79.7	6029529	21906
Israel	Asia	2007	80.7	6426679	25523
Italy	Europe	1952	65.9	47666000	4931
Italy	Europe	1957	67.8	49182000	6249
Italy	Europe	1962	69.2	50843200	8244
Italy	Europe	1967	71.1	52667100	10022
Italy	Europe	1972	72.2	54365564	12269
Italy	Europe	1977	73.5	56059245	14256
Italy	Europe	1982	75	56535636	16537
Italy	Europe	1987	76.4	56729703	19207
Italy	Europe	1992	77.4	56840847	22014
Italy	Europe	1997	78.8	57479469	24675
Italy	Europe	2002	80.2	57926999	27968
Italy	Europe	2007	80.5	58147733	28570
Jamaica	Americas	1952	58.5	1426095	2899
Jamaica	Americas	1957	62.6	1535090	4757
Jamaica	Americas	1962	65.6	1665128	5246
Jamaica	Americas	1967	67.5	1861096	6125
Jamaica	Americas	1972	69	1997616	7434
Jamaica	Americas	1977	70.1	2156814	6650
Jamaica	Americas	1982	71.2	2298309	6068
Jamaica	Americas	1987	71.8	2326606	6351
Jamaica	Americas	1992	71.8	2378618	7405
Jamaica	Americas	1997	72.3	2531311	7122
Jamaica	Americas	2002	72	2664659	6995
Jamaica	Americas	2007	72.6	2780132	7321
Japan	Asia	1952	63	86459025	3217
Japan	Asia	1957	65.5	91563009	4318
Japan	Asia	1962	68.7	95831757	6577
Japan	Asia	1967	71.4	100825279	9848
Japan	Asia	1972	73.4	107188273	14779
Japan	Asia	1977	75.4	113872473	16610
Japan	Asia	1982	77.1	118454974	19384
Japan	Asia	1987	78.7	122091325	22376
Japan	Asia	1992	79.4	124329269	26825
Japan	Asia	1997	80.7	125956499	28817
Japan	Asia	2002	82	127065841	28605
Japan	Asia	2007	82.6	127467972	31656
Jordan	Asia	1952	43.2	607914	1547
Jordan	Asia	1957	45.7	746559	1886
Jordan	Asia	1962	48.1	933559	2348
Jordan	Asia	1967	51.6	1255058	2742
Jordan	Asia	1972	56.5	1613551	2111
Jordan	Asia	1977	61.1	1937652	2852
Jordan	Asia	1982	63.7	2347031	4161
Jordan	Asia	1987	65.9	2820042	4449
Jordan	Asia	1992	68	3867409	3432
Jordan	Asia	1997	69.8	4526235	3645
Jordan	Asia	2002	71.3	5307470	3845
Jordan	Asia	2007	72.5	6053193	4519
Kenya	Africa	1952	42.3	6464046	854
Kenya	Africa	1957	44.7	7454779	944
Kenya	Africa	1962	47.9	8678557	897
Kenya	Africa	1967	50.7	10191512	1057
Kenya	Africa	1972	53.6	12044785	1222
Kenya	Africa	1977	56.2	14500404	1268
Kenya	Africa	1982	58.8	17661452	1348
Kenya	Africa	1987	59.3	21198082	1362
Kenya	Africa	1992	59.3	25020539	1342
Kenya	Africa	1997	54.4	28263827	1360
Kenya	Africa	2002	51	31386842	1288
Kenya	Africa	2007	54.1	35610177	1463
"Korea, Dem. Rep."	Asia	1952	50.1	8865488	1088
"Korea, Dem. Rep."	Asia	1957	54.1	9411381	1571
"Korea, Dem. Rep."	Asia	1962	56.7	10917494	1622
"Korea, Dem. Rep."	Asia	1967	59.9	12617009	2144
"Korea, Dem. Rep."	Asia	1972	64	14781241	3702
"Korea, Dem. Rep."	Asia	1977	67.2	16325320	4106
"Korea, Dem. Rep."	Asia	1982	69.1	17647518	4107
"Korea, Dem. Rep."	Asia	1987	70.6	19067554	4106
"Korea, Dem. Rep."	Asia	1992	70	20711375	3726
"Korea, Dem. Rep."	Asia	1997	67.7	21585105	1691
"Korea, Dem. Rep."	Asia	2002	66.7	22215365	1647
"Korea, Dem. Rep."	Asia	2007	67.3	23301725	1593
"Korea, Rep."	Asia	1952	47.5	20947571	1031
"Korea, Rep."	Asia	1957	52.7	22611552	1488
"Korea, Rep."	Asia	1962	55.3	26420307	1536
"Korea, Rep."	Asia	1967	57.7	30131000	2029
"Korea, Rep."	Asia	1972	62.6	33505000	3031
"Korea, Rep."	Asia	1977	64.8	36436000	4657
"Korea, Rep."	Asia	1982	67.1	39326000	5623
"Korea, Rep."	Asia	1987	69.8	41622000	8533
"Korea, Rep."	Asia	1992	72.2	43805450	12104
"Korea, Rep."	Asia	1997	74.6	46173816	15994
"Korea, Rep."	Asia	2002	77	47969150	19234
"Korea, Rep."	Asia	2007	78.6	49044790	23348
Kuwait	Asia	1952	55.6	160000	108382
Kuwait	Asia	1957	58	212846	113523
Kuwait	Asia	1962	60.5	358266	95458
Kuwait	Asia	1967	64.6	575003	80895
Kuwait	Asia	1972	67.7	841934	109348
Kuwait	Asia	1977	69.3	1140357	59265
Kuwait	Asia	1982	71.3	1497494	31354
Kuwait	Asia	1987	74.2	1891487	28118
Kuwait	Asia	1992	75.2	1418095	34933
Kuwait	Asia	1997	76.2	1765345	40301
Kuwait	Asia	2002	76.9	2111561	35110
Kuwait	Asia	2007	77.6	2505559	47307
Lebanon	Asia	1952	55.9	1439529	4835
Lebanon	Asia	1957	59.5	1647412	6090
Lebanon	Asia	1962	62.1	1886848	5715
Lebanon	Asia	1967	63.9	2186894	6007
Lebanon	Asia	1972	65.4	2680018	7486
Lebanon	Asia	1977	66.1	3115787	8660
Lebanon	Asia	1982	67	3086876	7641
Lebanon	Asia	1987	67.9	3089353	5377
Lebanon	Asia	1992	69.3	3219994	6891
Lebanon	Asia	1997	70.3	3430388	8755
Lebanon	Asia	2002	71	3677780	9314
Lebanon	Asia	2007	72	3921278	10461
Lesotho	Africa	1952	42.1	748747	299
Lesotho	Africa	1957	45	813338	336
Lesotho	Africa	1962	47.7	893143	412
Lesotho	Africa	1967	48.5	996380	499
Lesotho	Africa	1972	49.8	1116779	497
Lesotho	Africa	1977	52.2	1251524	745
Lesotho	Africa	1982	55.1	1411807	797
Lesotho	Africa	1987	57.2	1599200	774
Lesotho	Africa	1992	59.7	1803195	977
Lesotho	Africa	1997	55.6	1982823	1186
Lesotho	Africa	2002	44.6	2046772	1275
Lesotho	Africa	2007	42.6	2012649	1569
Liberia	Africa	1952	38.5	863308	576
Liberia	Africa	1957	39.5	975950	621
Liberia	Africa	1962	40.5	1112796	634
Liberia	Africa	1967	41.5	1279406	714
Liberia	Africa	1972	42.6	1482628	803
Liberia	Africa	1977	43.8	1703617	640
Liberia	Africa	1982	44.9	1956875	572
Liberia	Africa	1987	46	2269414	506
Liberia	Africa	1992	40.8	1912974	637
Liberia	Africa	1997	42.2	2200725	609
Liberia	Africa	2002	43.8	2814651	531
Liberia	Africa	2007	45.7	3193942	415
Libya	Africa	1952	42.7	1019729	2388
Libya	Africa	1957	45.3	1201578	3448
Libya	Africa	1962	47.8	1441863	6757
Libya	Africa	1967	50.2	1759224	18773
Libya	Africa	1972	52.8	2183877	21011
Libya	Africa	1977	57.4	2721783	21951
Libya	Africa	1982	62.2	3344074	17364
Libya	Africa	1987	66.2	3799845	11771
Libya	Africa	1992	68.8	4364501	9640
Libya	Africa	1997	71.6	4759670	9467
Libya	Africa	2002	72.7	5368585	9535
Libya	Africa	2007	74	6036914	12057
Madagascar	Africa	1952	36.7	4762912	1443
Madagascar	Africa	1957	38.9	5181679	1589
Madagascar	Africa	1962	40.8	5703324	1643
Madagascar	Africa	1967	42.9	6334556	1634
Madagascar	Africa	1972	44.9	7082430	1749
Madagascar	Africa	1977	46.9	8007166	1544
Madagascar	Africa	1982	49	9171477	1303
Madagascar	Africa	1987	49.4	10568642	1155
Madagascar	Africa	1992	52.2	12210395	1041
Madagascar	Africa	1997	55	14165114	986
Madagascar	Africa	2002	57.3	16473477	895
Madagascar	Africa	2007	59.4	19167654	1045
Malawi	Africa	1952	36.3	2917802	369
Malawi	Africa	1957	37.2	3221238	416
Malawi	Africa	1962	38.4	3628608	428
Malawi	Africa	1967	39.5	4147252	496
Malawi	Africa	1972	41.8	4730997	585
Malawi	Africa	1977	43.8	5637246	663
Malawi	Africa	1982	45.6	6502825	633
Malawi	Africa	1987	47.5	7824747	636
Malawi	Africa	1992	49.4	10014249	563
Malawi	Africa	1997	47.5	10419991	692
Malawi	Africa	2002	45	11824495	665
Malawi	Africa	2007	48.3	13327079	759
Malaysia	Asia	1952	48.5	6748378	1831
Malaysia	Asia	1957	52.1	7739235	1810
Malaysia	Asia	1962	55.7	8906385	2037
Malaysia	Asia	1967	59.4	10154878	2278
Malaysia	Asia	1972	63	11441462	2849
Malaysia	Asia	1977	65.3	12845381	3828
Malaysia	Asia	1982	68	14441916	4920
Malaysia	Asia	1987	69.5	16331785	5250
Malaysia	Asia	1992	70.7	18319502	7278
Malaysia	Asia	1997	71.9	20476091	10133
Malaysia	Asia	2002	73	22662365	10207
Malaysia	Asia	2007	74.2	24821286	12452
Mali	Africa	1952	33.7	3838168	452
Mali	Africa	1957	35.3	4241884	490
Mali	Africa	1962	36.9	4690372	496
Mali	Africa	1967	38.5	5212416	545
Mali	Africa	1972	40	5828158	581
Mali	Africa	1977	41.7	6491649	686
Mali	Africa	1982	43.9	6998256	618
Mali	Africa	1987	46.4	7634008	684
Mali	Africa	1992	48.4	8416215	739
Mali	Africa	1997	49.9	9384984	790
Mali	Africa	2002	51.8	10580176	951
Mali	Africa	2007	54.5	12031795	1043
Mauritania	Africa	1952	40.5	1022556	743
Mauritania	Africa	1957	42.3	1076852	846
Mauritania	Africa	1962	44.2	1146757	1056
Mauritania	Africa	1967	46.3	1230542	1421
Mauritania	Africa	1972	48.4	1332786	1587
Mauritania	Africa	1977	50.9	1456688	1497
Mauritania	Africa	1982	53.6	1622136	1481
Mauritania	Africa	1987	56.1	1841240	1422
Mauritania	Africa	1992	58.3	2119465	1361
Mauritania	Africa	1997	60.4	2444741	1483
Mauritania	Africa	2002	62.2	2828858	1579
Mauritania	Africa	2007	64.2	3270065	1803
Mauritius	Africa	1952	51	516556	1968
Mauritius	Africa	1957	58.1	609816	2034
Mauritius	Africa	1962	60.2	701016	2529
Mauritius	Africa	1967	61.6	789309	2475
Mauritius	Africa	1972	62.9	851334	2575
Mauritius	Africa	1977	64.9	913025	3711
Mauritius	Africa	1982	66.7	992040	3688
Mauritius	Africa	1987	68.7	1042663	4784
Mauritius	Africa	1992	69.7	1096202	6058
Mauritius	Africa	1997	70.7	1149818	7426
Mauritius	Africa	2002	72	1200206	9022
Mauritius	Africa	2007	72.8	1250882	10957
Mexico	Americas	1952	50.8	30144317	3478
Mexico	Americas	1957	55.2	35015548	4132
Mexico	Americas	1962	58.3	41121485	4582
Mexico	Americas	1967	60.1	47995559	5755
Mexico	Americas	1972	62.4	55984294	6809
Mexico	Americas	1977	65	63759976	7675
Mexico	Americas	1982	67.4	71640904	9611
Mexico	Americas	1987	69.5	80122492	8688
Mexico	Americas	1992	71.5	88111030	9472
Mexico	Americas	1997	73.7	95895146	9767
Mexico	Americas	2002	74.9	102479927	10742
Mexico	Americas	2007	76.2	108700891	11978
Mongolia	Asia	1952	42.2	800663	787
Mongolia	Asia	1957	45.2	882134	913
Mongolia	Asia	1962	48.3	1010280	1056
Mongolia	Asia	1967	51.3	1149500	1226
Mongolia	Asia	1972	53.8	1320500	1422
Mongolia	Asia	1977	55.5	1528000	1648
Mongolia	Asia	1982	57.5	1756032	2001
Mongolia	Asia	1987	60.2	2015133	2338
Mongolia	Asia	1992	61.3	2312802	1785
Mongolia	Asia	1997	63.6	2494803	1902
Mongolia	Asia	2002	65	2674234	2141
Mongolia	Asia	2007	66.8	2874127	3096
Montenegro	Europe	1952	59.2	413834	2648
Montenegro	Europe	1957	61.4	442829	3682
Montenegro	Europe	1962	63.7	474528	4650
Montenegro	Europe	1967	67.2	501035	5908
Montenegro	Europe	1972	70.6	527678	7778
Montenegro	Europe	1977	73.1	560073	9596
Montenegro	Europe	1982	74.1	562548	11223
Montenegro	Europe	1987	74.9	569473	11733
Montenegro	Europe	1992	75.4	621621	7003
Montenegro	Europe	1997	75.4	692651	6466
Montenegro	Europe	2002	74	720230	6557
Montenegro	Europe	2007	74.5	684736	9254
Morocco	Africa	1952	42.9	9939217	1688
Morocco	Africa	1957	45.4	11406350	1642
Morocco	Africa	1962	47.9	13056604	1566
Morocco	Africa	1967	50.3	14770296	1711
Morocco	Africa	1972	52.9	16660670	1930
Morocco	Africa	1977	55.7	18396941	2371
Morocco	Africa	1982	59.6	20198730	2703
Morocco	Africa	1987	62.7	22987397	2755
Morocco	Africa	1992	65.4	25798239	2948
Morocco	Africa	1997	67.7	28529501	2982
Morocco	Africa	2002	69.6	31167783	3258
Morocco	Africa	2007	71.2	33757175	3820
Mozambique	Africa	1952	31.3	6446316	469
Mozambique	Africa	1957	33.8	7038035	496
Mozambique	Africa	1962	36.2	7788944	557
Mozambique	Africa	1967	38.1	8680909	567
Mozambique	Africa	1972	40.3	9809596	725
Mozambique	Africa	1977	42.5	11127868	502
Mozambique	Africa	1982	42.8	12587223	462
Mozambique	Africa	1987	42.9	12891952	390
Mozambique	Africa	1992	44.3	13160731	411
Mozambique	Africa	1997	46.3	16603334	472
Mozambique	Africa	2002	44	18473780	634
Mozambique	Africa	2007	42.1	19951656	824
Myanmar	Asia	1952	36.3	20092996	331
Myanmar	Asia	1957	41.9	21731844	350
Myanmar	Asia	1962	45.1	23634436	388
Myanmar	Asia	1967	49.4	25870271	349
Myanmar	Asia	1972	53.1	28466390	357
Myanmar	Asia	1977	56.1	31528087	371
Myanmar	Asia	1982	58.1	34680442	424
Myanmar	Asia	1987	58.3	38028578	385
Myanmar	Asia	1992	59.3	40546538	347
Myanmar	Asia	1997	60.3	43247867	415
Myanmar	Asia	2002	59.9	45598081	611
Myanmar	Asia	2007	62.1	47761980	944
Namibia	Africa	1952	41.7	485831	2424
Namibia	Africa	1957	45.2	548080	2621
Namibia	Africa	1962	48.4	621392	3173
Namibia	Africa	1967	51.2	706640	3794
Namibia	Africa	1972	53.9	821782	3746
Namibia	Africa	1977	56.4	977026	3876
Namibia	Africa	1982	59	1099010	4191
Namibia	Africa	1987	60.8	1278184	3694
Namibia	Africa	1992	62	1554253	3805
Namibia	Africa	1997	58.9	1774766	3900
Namibia	Africa	2002	51.5	1972153	4072
Namibia	Africa	2007	52.9	2055080	4811
Nepal	Asia	1952	36.2	9182536	546
Nepal	Asia	1957	37.7	9682338	598
Nepal	Asia	1962	39.4	10332057	652
Nepal	Asia	1967	41.5	11261690	676
Nepal	Asia	1972	44	12412593	675
Nepal	Asia	1977	46.7	13933198	694
Nepal	Asia	1982	49.6	15796314	718
Nepal	Asia	1987	52.5	17917180	776
Nepal	Asia	1992	55.7	20326209	898
Nepal	Asia	1997	59.4	23001113	1011
Nepal	Asia	2002	61.3	25873917	1057
Nepal	Asia	2007	63.8	28901790	1091
Netherlands	Europe	1952	72.1	10381988	8942
Netherlands	Europe	1957	73	11026383	11276
Netherlands	Europe	1962	73.2	11805689	12791
Netherlands	Europe	1967	73.8	12596822	15363
Netherlands	Europe	1972	73.8	13329874	18795
Netherlands	Europe	1977	75.2	13852989	21209
Netherlands	Europe	1982	76	14310401	21399
Netherlands	Europe	1987	76.8	14665278	23651
Netherlands	Europe	1992	77.4	15174244	26791
Netherlands	Europe	1997	78	15604464	30246
Netherlands	Europe	2002	78.5	16122830	33725
Netherlands	Europe	2007	79.8	16570613	36798
New Zealand	Oceania	1952	69.4	1994794	10557
New Zealand	Oceania	1957	70.3	2229407	12247
New Zealand	Oceania	1962	71.2	2488550	13176
New Zealand	Oceania	1967	71.5	2728150	14464
New Zealand	Oceania	1972	71.9	2929100	16046
New Zealand	Oceania	1977	72.2	3164900	16234
New Zealand	Oceania	1982	73.8	3210650	17632
New Zealand	Oceania	1987	74.3	3317166	19007
New Zealand	Oceania	1992	76.3	3437674	18363
New Zealand	Oceania	1997	77.6	3676187	21050
New Zealand	Oceania	2002	79.1	3908037	23190
New Zealand	Oceania	2007	80.2	4115771	25185
Nicaragua	Americas	1952	42.3	1165790	3112
Nicaragua	Americas	1957	45.4	1358828	3457
Nicaragua	Americas	1962	48.6	1590597	3634
Nicaragua	Americas	1967	51.9	1865490	4643
Nicaragua	Americas	1972	55.2	2182908	4689
Nicaragua	Americas	1977	57.5	2554598	5486
Nicaragua	Americas	1982	59.3	2979423	3470
Nicaragua	Americas	1987	62	3344353	2956
Nicaragua	Americas	1992	65.8	4017939	2170
Nicaragua	Americas	1997	68.4	4609572	2253
Nicaragua	Americas	2002	70.8	5146848	2475
Nicaragua	Americas	2007	72.9	5675356	2749
Niger	Africa	1952	37.4	3379468	762
Niger	Africa	1957	38.6	3692184	836
Niger	Africa	1962	39.5	4076008	998
Niger	Africa	1967	40.1	4534062	1054
Niger	Africa	1972	40.5	5060262	954
Niger	Africa	1977	41.3	5682086	809
Niger	Africa	1982	42.6	6437188	910
Niger	Africa	1987	44.6	7332638	668
Niger	Africa	1992	47.4	8392818	581
Niger	Africa	1997	51.3	9666252	580
Niger	Africa	2002	54.5	11140655	601
Niger	Africa	2007	56.9	12894865	620
Nigeria	Africa	1952	36.3	33119096	1077
Nigeria	Africa	1957	37.8	37173340	1101
Nigeria	Africa	1962	39.4	41871351	1151
Nigeria	Africa	1967	41	47287752	1015
Nigeria	Africa	1972	42.8	53740085	1698
Nigeria	Africa	1977	44.5	62209173	1982
Nigeria	Africa	1982	45.8	73039376	1577
Nigeria	Africa	1987	46.9	81551520	1385
Nigeria	Africa	1992	47.5	93364244	1620
Nigeria	Africa	1997	47.5	106207839	1625
Nigeria	Africa	2002	46.6	119901274	1615
Nigeria	Africa	2007	46.9	135031164	2014
Norway	Europe	1952	72.7	3327728	10095
Norway	Europe	1957	73.4	3491938	11654
Norway	Europe	1962	73.5	3638919	13450
Norway	Europe	1967	74.1	3786019	16362
Norway	Europe	1972	74.3	3933004	18965
Norway	Europe	1977	75.4	4043205	23311
Norway	Europe	1982	76	4114787	26299
Norway	Europe	1987	75.9	4186147	31541
Norway	Europe	1992	77.3	4286357	33966
Norway	Europe	1997	78.3	4405672	41283
Norway	Europe	2002	79	4535591	44684
Norway	Europe	2007	80.2	4627926	49357
Oman	Asia	1952	37.6	507833	1828
Oman	Asia	1957	40.1	561977	2243
Oman	Asia	1962	43.2	628164	2925
Oman	Asia	1967	47	714775	4721
Oman	Asia	1972	52.1	829050	10618
Oman	Asia	1977	57.4	1004533	11848
Oman	Asia	1982	62.7	1301048	12955
Oman	Asia	1987	67.7	1593882	18115
Oman	Asia	1992	71.2	1915208	18617
Oman	Asia	1997	72.5	2283635	19702
Oman	Asia	2002	74.2	2713462	19775
Oman	Asia	2007	75.6	3204897	22316
Pakistan	Asia	1952	43.4	41346560	685
Pakistan	Asia	1957	45.6	46679944	747
Pakistan	Asia	1962	47.7	53100671	803
Pakistan	Asia	1967	49.8	60641899	942
Pakistan	Asia	1972	51.9	69325921	1050
Pakistan	Asia	1977	54	78152686	1176
Pakistan	Asia	1982	56.2	91462088	1443
Pakistan	Asia	1987	58.2	105186881	1705
Pakistan	Asia	1992	60.8	120065004	1972
Pakistan	Asia	1997	61.8	135564834	2049
Pakistan	Asia	2002	63.6	153403524	2093
Pakistan	Asia	2007	65.5	169270617	2606
Panama	Americas	1952	55.2	940080	2480
Panama	Americas	1957	59.2	1063506	2962
Panama	Americas	1962	61.8	1215725	3537
Panama	Americas	1967	64.1	1405486	4421
Panama	Americas	1972	66.2	1616384	5364
Panama	Americas	1977	68.7	1839782	5352
Panama	Americas	1982	70.5	2036305	7010
Panama	Americas	1987	71.5	2253639	7035
Panama	Americas	1992	72.5	2484997	6619
Panama	Americas	1997	73.7	2734531	7114
Panama	Americas	2002	74.7	2990875	7356
Panama	Americas	2007	75.5	3242173	9809
Paraguay	Americas	1952	62.6	1555876	1952
Paraguay	Americas	1957	63.2	1770902	2046
Paraguay	Americas	1962	64.4	2009813	2148
Paraguay	Americas	1967	65	2287985	2299
Paraguay	Americas	1972	65.8	2614104	2523
Paraguay	Americas	1977	66.4	2984494	3248
Paraguay	Americas	1982	66.9	3366439	4259
Paraguay	Americas	1987	67.4	3886512	3999
Paraguay	Americas	1992	68.2	4483945	4196
Paraguay	Americas	1997	69.4	5154123	4247
Paraguay	Americas	2002	70.8	5884491	3784
Paraguay	Americas	2007	71.8	6667147	4173
Peru	Americas	1952	43.9	8025700	3759
Peru	Americas	1957	46.3	9146100	4245
Peru	Americas	1962	49.1	10516500	4957
