ride_id,date,duration_min,station_A_id,station_A_name,station_B_id
36048,4/1/2017,6.47,21,Montgomery St B…,10
83788,4/20/2017,11.4,3,Powell St BART …,27
28702,4/19/2017,6.2,81,Berry St at 4th…,321
75509,4/7/2017,8.33,5,Powell St BART …,58
11642,4/26/2017,4.67,58,Market St at 10…,74
51861,4/28/2017,14.9,15,San Francisco F…,67
45129,4/7/2017,33.2,5,Powell St BART …,400
64477,4/7/2017,32.2,5,Powell St BART …,400
35700,4/5/2017,15.3,67,San Francisco C…,110
42268,4/10/2017,30.6,58,Market St at 10…,77
61690,4/27/2017,8.7,5,Powell St BART …,75
79670,4/16/2017,28.4,30,San Francisco C…,15
12726,4/22/2017,16.5,67,San Francisco C…,27
94093,4/27/2017,12.2,3,Powell St BART …,41
39704,4/21/2017,23.3,58,Market St at 10…,29
80348,4/21/2017,9.72,58,Market St at 10…,336
30800,4/28/2017,3.37,58,Market St at 10…,44
96417,4/15/2017,8.05,58,Market St at 10…,62
35028,4/14/2017,2.52,58,Market St at 10…,75
70394,4/26/2017,7.6,5,Powell St BART …,77
84485,4/25/2017,7.08,3,Powell St BART …,62
89883,4/1/2017,6.25,5,Powell St BART …,58
24856,4/5/2017,17.9,3,Powell St BART …,42
53996,4/12/2017,2.48,58,Market St at 10…,44
83076,4/20/2017,15.6,5,Powell St BART …,98
66199,4/7/2017,15.7,5,Powell St BART …,98
93445,4/28/2017,7.85,21,Montgomery St B…,15
19190,4/1/2017,12.6,15,San Francisco F…,30
18472,4/9/2017,7.72,5,Powell St BART …,42
18732,4/15/2017,17.8,30,San Francisco C…,61
10848,4/22/2017,5.4,67,San Francisco C…,90
40564,4/23/2017,4.27,67,San Francisco C…,90
61324,4/26/2017,25.1,21,Montgomery St B…,8
24594,4/23/2017,3.55,58,Market St at 10…,44
58147,4/27/2017,11.2,6,The Embarcadero…,22
95502,4/23/2017,4.17,5,Powell St BART …,61
12642,4/9/2017,4.57,6,The Embarcadero…,11
14193,4/20/2017,11.3,67,San Francisco C…,78
99962,4/12/2017,8.68,5,Powell St BART …,58
11923,4/10/2017,18.8,6,The Embarcadero…,4
98170,4/3/2017,18.3,6,The Embarcadero…,4
15635,4/9/2017,18.5,6,The Embarcadero…,4
54773,4/27/2017,20.5,5,Powell St BART …,29
17816,4/11/2017,20.3,5,Powell St BART …,29
51192,4/7/2017,4.95,58,Market St at 10…,76
97106,4/17/2017,9.75,58,Market St at 10…,285
36770,4/4/2017,16,16,Steuart St at M…,5
52182,4/27/2017,30.2,15,San Francisco F…,15
24242,4/9/2017,8.62,5,Powell St BART …,19
57867,4/15/2017,8.63,5,Powell St BART …,19
36916,4/28/2017,27.2,6,The Embarcadero…,321
16508,4/28/2017,26.3,6,The Embarcadero…,321
25785,4/1/2017,7.05,3,Powell St BART …,30
73741,4/21/2017,11.3,15,San Francisco F…,66
22375,4/11/2017,29.5,6,The Embarcadero…,66
82408,4/1/2017,5.23,58,Market St at 10…,5
90526,4/30/2017,29.2,6,The Embarcadero…,66
80667,4/23/2017,7.05,6,The Embarcadero…,15
54052,4/5/2017,10.9,81,Berry St at 4th…,87
45977,4/17/2017,9.23,5,Powell St BART …,75
33017,4/8/2017,9.57,5,Powell St BART …,75
88167,4/17/2017,22.2,15,San Francisco F…,75
50520,4/4/2017,38.1,15,San Francisco F…,400
20049,4/23/2017,38,15,San Francisco F…,400
89875,4/19/2017,17.1,67,San Francisco C…,10
92807,4/23/2017,13.6,16,Steuart St at M…,36
17832,4/28/2017,16.6,3,Powell St BART …,55
24298,4/16/2017,12.3,67,San Francisco C…,114
49159,4/30/2017,9.52,30,San Francisco C…,21
43168,4/12/2017,36.7,6,The Embarcadero…,400
78159,4/21/2017,36.5,6,The Embarcadero…,400
44760,4/22/2017,12.1,15,San Francisco F…,284
98570,4/22/2017,12.1,15,San Francisco F…,284
38531,4/3/2017,29.4,15,San Francisco F…,6
30506,4/7/2017,28.2,15,San Francisco F…,6
51043,4/10/2017,8.57,58,Market St at 10…,58
50016,4/3/2017,10.3,3,Powell St BART …,58
54376,4/21/2017,36.6,6,The Embarcadero…,88
45591,4/20/2017,9.75,3,Powell St BART …,58
46770,4/28/2017,37.1,6,The Embarcadero…,88
90912,4/19/2017,37.1,6,The Embarcadero…,88
94883,4/29/2017,25.6,6,The Embarcadero…,98
11675,4/4/2017,16.4,15,San Francisco F…,324
48335,4/26/2017,16.7,15,San Francisco F…,324
96377,4/8/2017,10.9,3,Powell St BART …,15
79320,4/20/2017,11.5,3,Powell St BART …,15
61700,4/17/2017,24.2,5,Powell St BART …,144
24377,4/26/2017,10.6,5,Powell St BART …,99
71808,4/15/2017,8.67,6,The Embarcadero…,15
32149,4/25/2017,7.02,58,Market St at 10…,3
44630,4/9/2017,14.6,15,San Francisco F…,30
77177,4/13/2017,13,67,San Francisco C…,112
20311,4/21/2017,19.3,58,Market St at 10…,28
61297,4/11/2017,12.8,58,Market St at 10…,10
48746,4/29/2017,5.03,21,Montgomery St B…,10
38830,4/14/2017,23.9,15,San Francisco F…,21
38112,4/5/2017,4.52,21,Montgomery St B…,10
94292,4/11/2017,13.3,16,Steuart St at M…,21
49094,4/23/2017,11,6,The Embarcadero…,15
78731,4/5/2017,10,6,The Embarcadero…,15
81306,4/24/2017,8.72,3,Powell St BART …,21
42908,4/22/2017,8.27,3,Powell St BART …,21
72777,4/1/2017,5.58,58,Market St at 10…,88
37066,4/22/2017,4.67,58,Market St at 10…,88
85773,4/2/2017,3.97,58,Market St at 10…,44
64499,4/4/2017,22.1,15,San Francisco F…,102
62409,4/27/2017,9.85,15,San Francisco F…,323
85197,4/6/2017,18.2,15,San Francisco F…,400
86688,4/5/2017,9.95,3,Powell St BART …,364
17587,4/27/2017,10,3,Powell St BART …,364
57669,4/29/2017,13.8,6,The Embarcadero…,50
37761,4/19/2017,24.2,15,San Francisco F…,371
72441,4/12/2017,30.6,81,Berry St at 4th…,363
84968,4/1/2017,23.7,81,Berry St at 4th…,363
97359,4/10/2017,30.2,81,Berry St at 4th…,363
62587,4/4/2017,25.7,81,Berry St at 4th…,363
61982,4/10/2017,5.08,6,The Embarcadero…,16
45153,4/15/2017,19.6,81,Berry St at 4th…,36
13146,4/28/2017,19,67,San Francisco C…,74
20762,4/4/2017,18.5,81,Berry St at 4th…,36
64501,4/26/2017,19.1,15,San Francisco F…,5
23803,4/8/2017,14.8,15,San Francisco F…,36
66786,4/22/2017,12.3,21,Montgomery St B…,5
15975,4/14/2017,11.8,21,Montgomery St B…,5
34086,4/27/2017,16.6,15,San Francisco F…,5
61257,4/28/2017,17.6,15,San Francisco F…,30
49160,4/8/2017,18.1,15,San Francisco F…,30
96354,4/10/2017,30.6,81,Berry St at 4th…,386
94371,4/6/2017,6.8,58,Market St at 10…,99
24657,4/4/2017,11.2,5,Powell St BART …,14
83034,4/11/2017,8.8,3,Powell St BART …,67
52166,4/16/2017,6.8,58,Market St at 10…,5
28723,4/7/2017,10.7,5,Powell St BART …,365
58874,4/8/2017,5.75,3,Powell St BART …,43
42751,4/30/2017,5.93,5,Powell St BART …,64
74547,4/5/2017,12.6,67,San Francisco C…,336
28508,4/26/2017,14.1,58,Market St at 10…,104
32608,4/14/2017,36.6,15,San Francisco F…,8
77206,4/14/2017,36.6,15,San Francisco F…,8
62362,4/20/2017,15.1,81,Berry St at 4th…,110
33721,4/7/2017,1.53,58,Market St at 10…,75
52261,4/9/2017,15.6,58,Market St at 10…,10
52839,4/20/2017,6.2,16,Steuart St at M…,24
93223,4/21/2017,5.7,16,Steuart St at M…,24
93621,4/12/2017,15.6,58,Market St at 10…,10
14367,4/11/2017,4,81,Berry St at 4th…,364
17297,4/17/2017,7.8,67,San Francisco C…,343
20208,4/2/2017,4.62,21,Montgomery St B…,3
29502,4/29/2017,14.3,81,Berry St at 4th…,324
73359,4/8/2017,22.1,6,The Embarcadero…,399
24967,4/29/2017,20.2,5,Powell St BART …,115
60860,4/23/2017,10.8,81,Berry St at 4th…,345
98358,4/5/2017,5.62,3,Powell St BART …,61
30293,4/21/2017,17.6,58,Market St at 10…,93
41189,4/30/2017,13.9,81,Berry St at 4th…,64
59631,4/20/2017,7.13,6,The Embarcadero…,15
87961,4/6/2017,2.67,58,Market St at 10…,44
50333,4/23/2017,7.82,3,Powell St BART …,58
75387,4/3/2017,22.3,6,The Embarcadero…,400
99447,4/20/2017,6.72,81,Berry St at 4th…,15
26858,4/27/2017,20.3,5,Powell St BART …,93
60901,4/14/2017,8.67,58,Market St at 10…,85
26706,4/9/2017,8.57,58,Market St at 10…,85
18321,4/28/2017,9.22,58,Market St at 10…,89
95166,4/28/2017,8.88,58,Market St at 10…,89
59845,4/20/2017,18.7,3,Powell St BART …,285
90331,4/22/2017,6.78,21,Montgomery St B…,3
40431,4/4/2017,28.9,15,San Francisco F…,109
63063,4/7/2017,28.6,15,San Francisco F…,109
89910,4/19/2017,11.1,16,Steuart St at M…,30
26324,4/30/2017,114,15,San Francisco F…,15
43633,4/8/2017,30.9,15,San Francisco F…,400
16354,4/6/2017,19.2,5,Powell St BART …,355
48455,4/2/2017,39.8,15,San Francisco F…,371
35698,4/18/2017,38.8,15,San Francisco F…,371
63106,4/22/2017,38.4,15,San Francisco F…,371
79511,4/7/2017,14.9,67,San Francisco C…,98
62426,4/3/2017,38.4,15,San Francisco F…,371
27477,4/30/2017,7.23,58,Market St at 10…,90
87379,4/3/2017,42,15,San Francisco F…,6
42897,4/13/2017,2.52,58,Market St at 10…,77
43460,4/8/2017,24.6,21,Montgomery St B…,371
98204,4/9/2017,4.05,67,San Francisco C…,64
70204,4/30/2017,10.7,58,Market St at 10…,120
92970,4/25/2017,7.73,3,Powell St BART …,43
36964,4/12/2017,8.95,3,Powell St BART …,30
58103,4/19/2017,9.37,81,Berry St at 4th…,126
82871,4/2/2017,6.08,81,Berry St at 4th…,343
76443,4/12/2017,17.7,5,Powell St BART …,114
43284,4/7/2017,11.8,6,The Embarcadero…,323
35163,4/21/2017,11.6,6,The Embarcadero…,323
58100,4/18/2017,14.7,3,Powell St BART …,75
31399,4/10/2017,35.2,15,San Francisco F…,400
50813,4/19/2017,34.9,15,San Francisco F…,400
40212,4/18/2017,34.4,15,San Francisco F…,400
60012,4/16/2017,17.5,30,San Francisco C…,110
87313,4/15/2017,14,81,Berry St at 4th…,376
18124,4/15/2017,13.7,81,Berry St at 4th…,376
44206,4/3/2017,9.83,6,The Embarcadero…,15
45874,4/6/2017,8.92,6,The Embarcadero…,15
43639,4/16/2017,9.13,6,The Embarcadero…,15
16811,4/23/2017,6.85,67,San Francisco C…,89
73764,4/22/2017,40.4,6,The Embarcadero…,323
71061,4/12/2017,40.6,3,Powell St BART …,323
67827,4/15/2017,22.5,15,San Francisco F…,400
49820,4/20/2017,23.7,15,San Francisco F…,400
96645,4/1/2017,19.2,6,The Embarcadero…,104
89364,4/12/2017,39.4,6,The Embarcadero…,323
37355,4/29/2017,39.3,6,The Embarcadero…,323
89271,4/20/2017,25.6,15,San Francisco F…,66
52947,4/10/2017,26.3,15,San Francisco F…,66
76396,4/6/2017,24.1,15,San Francisco F…,66
34799,4/19/2017,13,58,Market St at 10…,73
67623,4/8/2017,7.65,3,Powell St BART …,58
67984,4/24/2017,7.53,3,Powell St BART …,58
33876,4/22/2017,11.6,21,Montgomery St B…,58
48989,4/20/2017,12.1,21,Montgomery St B…,64
72160,4/12/2017,11.2,6,The Embarcadero…,16
43911,4/12/2017,11,6,The Embarcadero…,16
79221,4/26/2017,14.9,16,Steuart St at M…,93
94034,4/2/2017,21,3,Powell St BART …,371
47751,4/6/2017,21.8,3,Powell St BART …,371
89273,4/10/2017,5.98,81,Berry St at 4th…,47
59045,4/10/2017,2.05,5,Powell St BART …,44
69013,4/7/2017,16.7,81,Berry St at 4th…,14
80909,4/11/2017,8.97,5,Powell St BART …,37
79170,4/17/2017,8.83,5,Powell St BART …,37
63087,4/8/2017,27.8,30,San Francisco C…,371
43014,4/21/2017,28.1,3,Powell St BART …,6
43218,4/5/2017,27.8,3,Powell St BART …,6
34596,4/15/2017,27.6,3,Powell St BART …,6
83624,4/17/2017,5.93,58,Market St at 10…,5
42115,4/15/2017,5.68,58,Market St at 10…,5
83398,4/13/2017,18.6,3,Powell St BART …,6
23515,4/17/2017,10.6,15,San Francisco F…,50
81920,4/17/2017,10,15,San Francisco F…,50
25771,4/21/2017,10.1,67,San Francisco C…,3
48354,4/30/2017,7.53,5,Powell St BART …,78
83863,4/4/2017,3.47,15,San Francisco F…,8
95670,4/30/2017,13,81,Berry St at 4th…,15
22274,4/22/2017,20.5,6,The Embarcadero…,5
88880,4/2/2017,27.8,5,Powell St BART …,5
92766,4/12/2017,10.6,21,Montgomery St B…,323
88016,4/9/2017,37.4,6,The Embarcadero…,376
47737,4/27/2017,13.3,81,Berry St at 4th…,14
73449,4/3/2017,5.47,81,Berry St at 4th…,104
53220,4/19/2017,15.6,15,San Francisco F…,66
74361,4/2/2017,16,21,Montgomery St B…,6
37146,4/24/2017,14.8,21,Montgomery St B…,6
87494,4/4/2017,3.5,67,San Francisco C…,90
79013,4/27/2017,10.2,81,Berry St at 4th…,15
43785,4/14/2017,3.08,3,Powell St BART …,21
59082,4/8/2017,6.03,5,Powell St BART …,58
93896,4/17/2017,11.9,5,Powell St BART …,24
89135,4/21/2017,37.9,15,San Francisco F…,28
98714,4/30/2017,39.6,16,Steuart St at M…,410
28472,4/22/2017,8.2,6,The Embarcadero…,15
20455,4/2/2017,8.55,6,The Embarcadero…,15
67684,4/21/2017,23,3,Powell St BART …,116
78679,4/23/2017,22,3,Powell St BART …,116
32275,4/24/2017,24,5,Powell St BART …,365
60925,4/5/2017,21,5,Powell St BART …,365
41879,4/3/2017,38.8,16,Steuart St at M…,410
25900,4/5/2017,13.4,6,The Embarcadero…,21
41173,4/4/2017,10.8,5,Powell St BART …,50
37560,4/13/2017,29.4,16,Steuart St at M…,371
99569,4/27/2017,29.4,16,Steuart St at M…,371
76325,4/22/2017,2.87,58,Market St at 10…,44
43740,4/16/2017,25.1,5,Powell St BART …,53
75021,4/13/2017,25.2,3,Powell St BART …,70
50646,4/4/2017,20.8,5,Powell St BART …,370
67654,4/15/2017,8.27,5,Powell St BART …,343
30035,4/16/2017,15,58,Market St at 10…,50
92352,4/10/2017,7.22,15,San Francisco F…,19
56481,4/24/2017,18.2,6,The Embarcadero…,50
58658,4/30/2017,18,6,The Embarcadero…,50
73046,4/23/2017,12.5,81,Berry St at 4th…,355
29029,4/16/2017,11,16,Steuart St at M…,50
90327,4/23/2017,31,5,Powell St BART …,75
17395,4/25/2017,21.3,21,Montgomery St B…,53
17982,4/22/2017,29,6,The Embarcadero…,31
16060,4/5/2017,28,5,Powell St BART …,75
12840,4/21/2017,11.8,15,San Francisco F…,81
82823,4/19/2017,12.1,15,San Francisco F…,6
54670,4/12/2017,12.1,15,San Francisco F…,6
94188,4/1/2017,11.1,15,San Francisco F…,6
83547,4/26/2017,12.2,15,San Francisco F…,6
53187,4/22/2017,12.3,15,San Francisco F…,6
89634,4/19/2017,5.43,30,San Francisco C…,321
70145,4/26/2017,8.95,15,San Francisco F…,6
81217,4/7/2017,8.47,3,Powell St BART …,16
50014,4/27/2017,8.88,15,San Francisco F…,6
53144,4/8/2017,26.2,15,San Francisco F…,6
27036,4/16/2017,25.6,15,San Francisco F…,6
22266,4/12/2017,6.02,58,Market St at 10…,350
24263,4/10/2017,22.9,15,San Francisco F…,98
95234,4/27/2017,5.48,15,San Francisco F…,28
15716,4/8/2017,12,58,Market St at 10…,74
37823,4/20/2017,10.5,58,Market St at 10…,74
50398,4/18/2017,10.6,16,Steuart St at M…,50
25757,4/20/2017,43.1,21,Montgomery St B…,62
18718,4/6/2017,16.9,6,The Embarcadero…,15
53536,4/7/2017,17,6,The Embarcadero…,15
44980,4/2/2017,22.5,58,Market St at 10…,355
78210,4/21/2017,11.4,81,Berry St at 4th…,126
12041,4/17/2017,11.3,3,Powell St BART …,76
27846,4/27/2017,16.4,30,San Francisco C…,9
91701,4/27/2017,8.5,3,Powell St BART …,42
37069,4/12/2017,6.18,5,Powell St BART …,370
60528,4/13/2017,50.9,15,San Francisco F…,144
63642,4/28/2017,4.3,81,Berry St at 4th…,93
58523,4/18/2017,18.2,15,San Francisco F…,50
65981,4/28/2017,9.2,58,Market St at 10…,21
39610,4/30/2017,10.5,58,Market St at 10…,20
75084,4/12/2017,4.92,6,The Embarcadero…,15
28892,4/7/2017,22.4,6,The Embarcadero…,6
13276,4/10/2017,21.8,6,The Embarcadero…,6
91926,4/7/2017,10.7,58,Market St at 10…,21
74505,4/29/2017,14.8,58,Market St at 10…,343
70512,4/10/2017,6.73,16,Steuart St at M…,28
88708,4/8/2017,12.6,5,Powell St BART …,100
29888,4/12/2017,33.1,15,San Francisco F…,400
61759,4/14/2017,33.7,15,San Francisco F…,400
59336,4/21/2017,23.5,15,San Francisco F…,6
40231,4/26/2017,22.5,15,San Francisco F…,6
56108,4/19/2017,11.1,21,Montgomery St B…,371
99505,4/7/2017,14.1,81,Berry St at 4th…,15
14066,4/24/2017,14.8,81,Berry St at 4th…,15
21324,4/9/2017,13.2,5,Powell St BART …,92
47158,4/8/2017,17,16,Steuart St at M…,58
43578,4/2/2017,16.7,16,Steuart St at M…,58
47981,4/26/2017,14.2,3,Powell St BART …,98
25287,4/29/2017,8.25,58,Market St at 10…,5
46263,4/9/2017,7.47,58,Market St at 10…,5
20518,4/10/2017,11.2,30,San Francisco C…,345
82136,4/16/2017,15.9,30,San Francisco C…,88
82982,4/7/2017,4.7,3,Powell St BART …,44
99659,4/23/2017,146,3,Powell St BART …,6
81079,4/27/2017,6.32,58,Market St at 10…,5
40877,4/4/2017,6.47,58,Market St at 10…,5
42527,4/2/2017,16.1,3,Powell St BART …,3
38879,4/26/2017,5.33,30,San Francisco C…,350
11239,4/15/2017,9.45,67,San Francisco C…,88
44085,4/1/2017,17,15,San Francisco F…,81
69513,4/7/2017,13.9,5,Powell St BART …,86
59504,4/17/2017,4.32,58,Market St at 10…,3
92053,4/11/2017,23.7,15,San Francisco F…,8
92305,4/4/2017,24,15,San Francisco F…,8
66461,4/4/2017,7.38,6,The Embarcadero…,10
16646,4/6/2017,33.9,15,San Francisco F…,400
72929,4/20/2017,14.5,81,Berry St at 4th…,16
16647,4/25/2017,18.9,15,San Francisco F…,58
95689,4/28/2017,6.18,58,Market St at 10…,86
17334,4/17/2017,6.95,81,Berry St at 4th…,115
13804,4/15/2017,45.7,15,San Francisco F…,3
20231,4/9/2017,45.5,15,San Francisco F…,3
30561,4/14/2017,8.2,21,Montgomery St B…,6
17342,4/8/2017,6.75,5,Powell St BART …,42
23231,4/14/2017,6.6,58,Market St at 10…,101
97505,4/27/2017,5.55,58,Market St at 10…,350
51960,4/26/2017,16.3,15,San Francisco F…,81
75660,4/17/2017,14,58,Market St at 10…,15
62123,4/17/2017,929,30,San Francisco C…,75
99770,4/26/2017,7.13,5,Powell St BART …,58
60695,4/7/2017,4,5,Powell St BART …,33
94837,4/5/2017,3.68,58,Market St at 10…,33
58042,4/17/2017,15.7,3,Powell St BART …,8
83922,4/29/2017,16,3,Powell St BART …,8
98985,4/24/2017,9.08,58,Market St at 10…,79
44665,4/21/2017,10.4,6,The Embarcadero…,28
91029,4/16/2017,7.97,5,Powell St BART …,77
68122,4/21/2017,7.87,21,Montgomery St B…,62
19383,4/5/2017,16.6,6,The Embarcadero…,47
41373,4/11/2017,19.1,30,San Francisco C…,59
33877,4/17/2017,5.43,58,Market St at 10…,99
44576,4/26/2017,7.93,3,Powell St BART …,43
83581,4/23/2017,8.95,3,Powell St BART …,77
91581,4/11/2017,2.67,81,Berry St at 4th…,93
32321,4/23/2017,3.47,58,Market St at 10…,44
36756,4/4/2017,4.77,58,Market St at 10…,76
56668,4/22/2017,8.13,15,San Francisco F…,343
35667,4/28/2017,14.6,58,Market St at 10…,285
81768,4/18/2017,5.85,67,San Francisco C…,89
60138,4/17/2017,21.7,3,Powell St BART …,10
51361,4/15/2017,7.63,15,San Francisco F…,50
32764,4/2/2017,14.6,81,Berry St at 4th…,15
48922,4/1/2017,13.6,58,Market St at 10…,16
81016,4/9/2017,14.3,58,Market St at 10…,16
13955,4/3/2017,23.1,15,San Francisco F…,15
54034,4/4/2017,29.2,15,San Francisco F…,15
65933,4/22/2017,11.3,81,Berry St at 4th…,284
87009,4/22/2017,13.1,81,Berry St at 4th…,324
61026,4/9/2017,15.2,30,San Francisco C…,15
37179,4/25/2017,2.17,58,Market St at 10…,42
14491,4/11/2017,23.8,6,The Embarcadero…,66
70839,4/19/2017,27.8,67,San Francisco C…,6
20744,4/9/2017,12.7,81,Berry St at 4th…,77
92673,4/10/2017,7.48,81,Berry St at 4th…,37
23712,4/16/2017,12.8,67,San Francisco C…,24
27732,4/12/2017,8.85,5,Powell St BART …,77
86909,4/13/2017,36.2,6,The Embarcadero…,8
44110,4/24/2017,35.7,6,The Embarcadero…,8
96686,4/22/2017,35.3,6,The Embarcadero…,8
90438,4/28/2017,8.33,15,San Francisco F…,10
72525,4/13/2017,8.75,5,Powell St BART …,87
18178,4/15/2017,414,21,Montgomery St B…,76
18974,4/23/2017,5.97,15,San Francisco F…,6
65766,4/4/2017,32.8,21,Montgomery St B…,371
84087,4/8/2017,32.8,30,San Francisco C…,5
52818,4/30/2017,3.67,21,Montgomery St B…,27
69790,4/10/2017,15.5,58,Market St at 10…,9
34087,4/5/2017,8.48,58,Market St at 10…,86
45278,4/18/2017,21.1,3,Powell St BART …,70
89392,4/14/2017,7.75,58,Market St at 10…,88
40388,4/6/2017,11.6,15,San Francisco F…,67
24266,4/25/2017,17.4,30,San Francisco C…,59
88566,4/22/2017,22.2,15,San Francisco F…,93
69828,4/29/2017,16.9,15,San Francisco F…,93
77595,4/19/2017,19.5,15,San Francisco F…,345
97552,4/24/2017,19.6,15,San Francisco F…,126
89341,4/19/2017,5.9,67,San Francisco C…,321
10723,4/18/2017,7.32,5,Powell St BART …,60
56658,4/6/2017,3.37,15,San Francisco F…,15
62072,4/8/2017,5.83,67,San Francisco C…,350
63874,4/7/2017,5.45,15,San Francisco F…,28
34944,4/12/2017,18.7,15,San Francisco F…,90
82704,4/4/2017,14.6,30,San Francisco C…,97
65561,4/12/2017,5.87,67,San Francisco C…,90
47703,4/17/2017,4.22,58,Market St at 10…,75
24412,4/10/2017,3.67,58,Market St at 10…,75
42344,4/8/2017,8.17,30,San Francisco C…,78
87967,4/28/2017,7.38,30,San Francisco C…,37
59216,4/10/2017,10.2,3,Powell St BART …,411
84310,4/15/2017,12.6,81,Berry St at 4th…,345
86989,4/10/2017,15.5,67,San Francisco C…,324
80276,4/29/2017,12.6,5,Powell St BART …,78
94871,4/11/2017,12.4,5,Powell St BART …,78
94637,4/18/2017,4.68,6,The Embarcadero…,11
18374,4/20/2017,16.2,21,Montgomery St B…,91
88129,4/12/2017,18.4,67,San Francisco C…,86
40945,4/29/2017,3.55,67,San Francisco C…,90
10055,4/29/2017,4.72,58,Market St at 10…,356
22810,4/22/2017,7.37,67,San Francisco C…,114
13555,4/2/2017,9.22,5,Powell St BART …,77
42780,4/1/2017,31.3,3,Powell St BART …,36
30903,4/21/2017,11,67,San Francisco C…,97
21909,4/19/2017,5.97,21,Montgomery St B…,11
56065,4/15/2017,11.1,58,Market St at 10…,98
43634,4/13/2017,12,58,Market St at 10…,98
33530,4/6/2017,8.2,3,Powell St BART …,58
88975,4/3/2017,22.6,58,Market St at 10…,67
73940,4/26/2017,22.1,58,Market St at 10…,67
25594,4/11/2017,22.2,58,Market St at 10…,67
89020,4/25/2017,22.2,58,Market St at 10…,67
70855,4/4/2017,12.6,3,Powell St BART …,92
18824,4/10/2017,8.52,81,Berry St at 4th…,21
24880,4/15/2017,11,67,San Francisco C…,126
24713,4/3/2017,11.1,67,San Francisco C…,126
50257,4/4/2017,10.6,67,San Francisco C…,126
44473,4/6/2017,6.2,67,San Francisco C…,350
26328,4/15/2017,1.63,30,San Francisco C…,30
82656,4/22/2017,62.7,15,San Francisco F…,15
53921,4/7/2017,62.4,15,San Francisco F…,15
57805,4/2/2017,7.4,5,Powell St BART …,363
62629,4/24/2017,3.72,67,San Francisco C…,321
51736,4/20/2017,9.8,5,Powell St BART …,60
83335,4/17/2017,6.75,5,Powell St BART …,61
73657,4/13/2017,6.1,5,Powell St BART …,62
52958,4/24/2017,6.4,58,Market St at 10…,356
16402,4/6/2017,11.3,21,Montgomery St B…,58
55598,4/2/2017,2.63,58,Market St at 10…,44
45463,4/30/2017,7.23,21,Montgomery St B…,26
33329,4/12/2017,81.4,16,Steuart St at M…,139
90252,4/26/2017,3.77,58,Market St at 10…,33
92943,4/26/2017,6.85,16,Steuart St at M…,3
89151,4/9/2017,7.77,58,Market St at 10…,356
47056,4/9/2017,9.6,5,Powell St BART …,350
17857,4/27/2017,6.78,3,Powell St BART …,27
48347,4/12/2017,6,67,San Francisco C…,343
35573,4/19/2017,15.1,67,San Francisco C…,355
57610,4/2/2017,9.35,81,Berry St at 4th…,15
70820,4/6/2017,6,67,San Francisco C…,89
22506,4/28/2017,20.8,16,Steuart St at M…,74
27680,4/11/2017,22.2,16,Steuart St at M…,74
22144,4/9/2017,9.12,67,San Francisco C…,61
56902,4/19/2017,9.78,30,San Francisco C…,5
65712,4/14/2017,11.2,15,San Francisco F…,66
47189,4/24/2017,8.62,5,Powell St BART …,25
71944,4/12/2017,8.25,58,Market St at 10…,384
70193,4/1/2017,49.8,15,San Francisco F…,377
10963,4/27/2017,51.8,15,San Francisco F…,377
15457,4/2/2017,4.07,16,Steuart St at M…,20
84577,4/18/2017,13.7,58,Market St at 10…,16
47059,4/7/2017,9.75,67,San Francisco C…,44
14578,4/28/2017,19.3,58,Market St at 10…,70
52427,4/5/2017,17.8,5,Powell St BART …,345
55793,4/15/2017,10.2,21,Montgomery St B…,58
88470,4/29/2017,4.13,3,Powell St BART …,17
40703,4/22/2017,24,15,San Francisco F…,371
17314,4/21/2017,23.6,15,San Francisco F…,371
67992,4/5/2017,23.7,15,San Francisco F…,371
74480,4/12/2017,23.6,15,San Francisco F…,371
68150,4/4/2017,23.2,15,San Francisco F…,371
20422,4/29/2017,22.9,15,San Francisco F…,371
94821,4/4/2017,23.1,15,San Francisco F…,371
92858,4/8/2017,29.6,15,San Francisco F…,72
93130,4/25/2017,19.7,5,Powell St BART …,119
31638,4/1/2017,25,15,San Francisco F…,355
81096,4/26/2017,2.72,21,Montgomery St B…,16
94780,4/20/2017,5.7,30,San Francisco C…,66
73325,4/16/2017,14.7,16,Steuart St at M…,80
59325,4/15/2017,11.5,3,Powell St BART …,356
13945,4/14/2017,14.7,16,Steuart St at M…,93
56222,4/10/2017,44.6,15,San Francisco F…,28
19286,4/28/2017,9.27,81,Berry St at 4th…,91
47817,4/16/2017,6.85,81,Berry St at 4th…,91
26262,4/14/2017,20.7,16,Steuart St at M…,99
84410,4/29/2017,13.7,5,Powell St BART …,55
12174,4/13/2017,12.7,67,San Francisco C…,58
60723,4/8/2017,3.62,21,Montgomery St B…,22
53462,4/27/2017,6.32,16,Steuart St at M…,28
97298,4/18/2017,10.3,81,Berry St at 4th…,78
74441,4/24/2017,9.28,21,Montgomery St B…,5
79216,4/15/2017,10.1,6,The Embarcadero…,16
61095,4/23/2017,8.4,21,Montgomery St B…,49
29879,4/2/2017,41.8,15,San Francisco F…,66
91681,4/21/2017,41.9,15,San Francisco F…,66
95630,4/25/2017,13,30,San Francisco C…,47
30846,4/26/2017,10.6,15,San Francisco F…,3
54328,4/26/2017,13.3,21,Montgomery St B…,28
38535,4/11/2017,48.5,30,San Francisco C…,371
30433,4/1/2017,34.4,16,Steuart St at M…,377
10270,4/22/2017,17,67,San Francisco C…,110
